,mukey,om,cec,ph
805,403240,0.0,6.0,6.0
806,399803,2.0,20.0,6.0
807,403269,18.0,45.0,6.0
808,403268,0.0,20.0,6.0
809,399778,2.0,20.0,6.0
810,403268,2.0,25.0,6.0
811,399778,4.0,20.0,7.0
812,403268,0.0,35.0,6.0
813,435686,1.0,12.0,8.0
814,2669024,0.0,20.0,8.0
815,399776,0.0,17.0,7.0
816,2669022,2.0,15.0,8.0
817,2518531,1.0,30.0,7.0
818,403236,0.0,22.0,6.0
819,2669024,0.0,12.0,8.0
820,396161,3.0,20.0,7.0
821,403266,2.0,21.0,6.0
822,399774,2.0,17.0,8.0
823,399803,1.0,24.0,8.0
824,1596039,1.0,24.0,6.0
825,399781,1.0,19.0,7.0
826,403266,0.0,18.0,6.0
827,403266,0.0,18.0,6.0
828,403232,2.0,25.0,7.0
829,399776,0.0,17.0,7.0
830,399803,0.0,17.0,8.0
831,403232,0.0,12.0,8.0
832,2668945,2.0,34.0,7.0
833,399778,1.0,19.0,7.0
834,403232,1.0,12.0,7.0
835,1150810,0.0,12.0,8.0
836,2669022,2.0,15.0,8.0
837,403266,0.0,18.0,6.0
838,403268,0.0,18.0,6.0
839,403232,1.0,13.0,8.0
840,396157,0.0,17.0,7.0
841,396157,2.0,30.0,7.0
842,2669024,0.0,20.0,8.0
843,403232,2.0,12.0,7.0
844,2669022,1.0,19.0,8.0
845,399776,1.0,19.0,7.0
846,3182557,6.0,25.0,8.0
847,396161,5.0,21.0,6.0
848,403236,0.0,20.0,6.0
849,403268,0.0,20.0,6.0
850,399776,1.0,19.0,7.0
851,399803,1.0,21.0,7.0
852,435877,0.0,16.0,8.0
853,399803,0.0,17.0,8.0
854,403266,2.0,21.0,6.0
855,399804,1.0,24.0,7.0
856,396157,3.0,29.0,6.0
857,399802,1.0,23.0,8.0
858,399777,0.0,17.0,7.0
859,399778,3.0,23.0,6.0
860,403266,3.0,18.0,6.0
861,183024,0.0,18.0,7.0
862,403266,0.0,12.0,8.0
863,399803,1.0,23.0,8.0
864,1596039,1.0,19.0,7.0
865,399776,1.0,19.0,7.0
866,403232,3.0,21.0,7.0
867,2669022,2.0,19.0,8.0
868,403268,2.0,25.0,6.0
869,2668945,0.0,26.0,7.0
870,403240,0.0,2.0,6.0
871,3182568,5.0,26.0,7.0
872,3182557,0.0,20.0,8.0
873,1150789,0.0,17.0,8.0
874,403236,0.0,12.0,7.0
875,399779,0.0,15.0,8.0
876,1596035,4.0,27.0,6.0
877,396157,3.0,29.0,6.0
878,3182568,4.0,25.0,8.0
879,3182557,0.0,18.0,8.0
880,2669022,1.0,18.0,8.0
881,403266,0.0,17.0,7.0
882,435526,0.0,2.0,7.0
883,399774,1.0,19.0,7.0
884,403266,0.0,20.0,6.0
885,403266,2.0,13.0,6.0
886,399779,2.0,20.0,6.0
887,209019,2.0,25.0,7.0
888,399803,2.0,25.0,7.0
889,2669024,1.0,27.0,7.0
890,403266,1.0,12.0,7.0
891,1596039,3.0,19.0,7.0
892,244814,0.0,16.0,7.0
893,3182557,0.0,18.0,8.0
894,1612280,0.0,16.0,8.0
895,399776,2.0,20.0,7.0
896,396133,5.0,26.0,8.0
897,403236,0.0,18.0,6.0
898,403268,0.0,35.0,6.0
899,399802,2.0,20.0,7.0
900,399802,0.0,17.0,8.0
901,399804,1.0,22.0,8.0
902,1596000,1.0,19.0,6.0
903,403268,0.0,35.0,6.0
904,403268,2.0,25.0,6.0
905,399778,1.0,19.0,7.0
906,403236,3.0,22.0,6.0
907,2669022,1.0,16.0,8.0
908,399802,4.0,20.0,7.0
909,403266,2.0,21.0,6.0
910,396161,6.0,24.0,6.0
911,403236,0.0,20.0,6.0
912,403266,0.0,31.0,7.0
913,399776,0.0,15.0,8.0
914,399781,2.0,25.0,7.0
915,2669024,2.0,19.0,7.0
916,244814,0.0,23.0,7.0
917,2668945,3.0,18.0,6.0
918,399776,3.0,20.0,7.0
919,396132,0.0,22.0,7.0
920,399776,2.0,20.0,6.0
921,403268,2.0,13.0,6.0
922,399802,1.0,21.0,7.0
923,396161,3.0,20.0,7.0
924,3182568,5.0,26.0,7.0
925,403266,0.0,17.0,7.0
926,403268,2.0,25.0,6.0
927,399802,1.0,23.0,8.0
928,399800,1.0,19.0,7.0
929,2669022,1.0,16.0,8.0
930,403232,0.0,16.0,7.0
931,2669022,0.0,12.0,8.0
932,399800,1.0,21.0,7.0
933,399778,0.0,18.0,7.0
934,403236,2.0,18.0,6.0
935,2669024,2.0,21.0,7.0
936,399803,2.0,17.0,8.0
937,403268,2.0,25.0,6.0
938,403236,2.0,12.0,7.0
939,396157,3.0,29.0,6.0
940,403236,0.0,12.0,7.0
941,399781,0.0,17.0,7.0
942,399802,2.0,17.0,8.0
943,403268,2.0,25.0,6.0
944,399803,2.0,20.0,7.0
945,399776,2.0,17.0,8.0
946,399776,1.0,19.0,7.0
947,399776,1.0,19.0,7.0
948,1596035,0.0,13.0,7.0
949,399778,1.0,19.0,7.0
950,403266,1.0,12.0,7.0
951,1595801,1.0,17.0,7.0
952,3182557,4.0,25.0,7.0
953,3182556,0.0,18.0,8.0
954,244815,0.0,17.0,6.0
955,396132,1.0,31.0,6.0
956,183024,4.0,26.0,6.0
957,1612280,0.0,15.0,8.0
958,396132,0.0,24.0,7.0
959,403268,1.0,18.0,6.0
960,399803,1.0,23.0,8.0
961,399778,0.0,17.0,7.0
962,399781,0.0,17.0,7.0
963,244815,2.0,18.0,6.0
964,2668945,0.0,18.0,8.0
965,403236,3.0,22.0,6.0
966,403268,0.0,18.0,6.0
967,1150789,1.0,15.0,8.0
968,403266,0.0,17.0,7.0
969,183025,0.0,15.0,7.0
970,403268,0.0,30.0,7.0
971,2669022,1.0,26.0,7.0
972,403236,0.0,22.0,6.0
973,396153,0.0,28.0,8.0
974,403268,0.0,20.0,6.0
975,396132,2.0,18.0,7.0
976,396161,1.0,25.0,6.0
977,399803,1.0,21.0,7.0
978,3182568,0.0,18.0,8.0
979,3182556,0.0,20.0,8.0
980,403268,0.0,35.0,6.0
981,1596009,0.0,23.0,8.0
982,399777,2.0,20.0,6.0
983,396153,5.0,31.0,7.0
984,1150810,1.0,19.0,8.0
985,3182568,6.0,25.0,8.0
986,399803,2.0,20.0,7.0
987,399778,1.0,19.0,7.0
988,403236,2.0,12.0,6.0
989,403268,0.0,18.0,6.0
990,403266,2.0,13.0,6.0
991,399776,2.0,20.0,6.0
992,403236,1.0,4.0,6.0
993,403268,0.0,20.0,6.0
994,1595801,0.0,22.0,7.0
995,399803,2.0,20.0,7.0
996,399803,1.0,21.0,7.0
997,399778,1.0,19.0,7.0
998,2669022,1.0,16.0,8.0
999,399803,2.0,17.0,8.0
1000,403268,0.0,18.0,6.0
1001,399777,2.0,20.0,6.0
1002,403211,2.0,9.0,6.0
1003,399802,2.0,20.0,6.0
1004,399800,3.0,20.0,7.0
1005,396161,0.0,17.0,8.0
1006,403211,0.0,5.0,6.0
1007,2669024,2.0,20.0,7.0
1008,396153,2.0,34.0,7.0
1009,2669022,2.0,19.0,6.0
1010,3182562,5.0,26.0,7.0
1011,244814,0.0,17.0,8.0
1012,244618,0.0,28.0,6.0
1013,403268,0.0,20.0,6.0
1014,403217,0.0,15.0,8.0
1015,399778,1.0,24.0,7.0
1016,399774,0.0,15.0,8.0
1017,183070,1.0,28.0,6.0
1018,2668945,0.0,25.0,7.0
1019,183070,0.0,16.0,8.0
1020,403268,0.0,20.0,6.0
1021,399803,2.0,23.0,6.0
1022,403268,2.0,25.0,6.0
1023,2669024,0.0,23.0,8.0
1024,1596009,0.0,19.0,8.0
1025,399803,2.0,23.0,6.0
1026,399803,2.0,23.0,6.0
1027,3182557,0.0,22.0,8.0
1028,2669024,0.0,12.0,8.0
1029,399803,4.0,20.0,7.0
1030,3182557,6.0,26.0,7.0
1031,399776,3.0,20.0,7.0
1032,403236,0.0,18.0,6.0
1033,399803,2.0,20.0,6.0
1034,244623,0.0,23.0,6.0
1035,183024,0.0,15.0,7.0
1036,403268,0.0,18.0,7.0
1037,403232,1.0,11.0,8.0
1038,403268,1.0,20.0,6.0
1039,2669024,2.0,15.0,8.0
1040,399802,2.0,20.0,7.0
1041,403236,2.0,18.0,6.0
1042,399803,2.0,25.0,7.0
1043,2668945,2.0,24.0,6.0
1044,403232,1.0,24.0,7.0
1045,403232,18.0,46.0,6.0
1046,435686,1.0,24.0,8.0
1047,1596037,0.0,10.0,7.0
1048,399776,0.0,15.0,8.0
1049,399803,1.0,23.0,8.0
1050,2669022,1.0,19.0,8.0
1051,1150789,1.0,15.0,8.0
1052,3182568,4.0,24.0,8.0
1053,403268,0.0,18.0,6.0
1054,3182556,0.0,18.0,8.0
1055,399803,1.0,23.0,8.0
1056,435686,6.0,30.0,7.0
1057,3182557,5.0,26.0,7.0
1058,183054,4.0,20.0,6.0
1059,399802,2.0,25.0,7.0
1060,399800,0.0,18.0,7.0
1061,403266,2.0,13.0,6.0
1062,1150810,2.0,22.0,8.0
1063,1596035,0.0,17.0,8.0
1064,403268,0.0,20.0,6.0
1065,403232,2.0,25.0,7.0
1066,403236,0.0,18.0,7.0
1067,403232,1.0,11.0,8.0
1068,399805,1.0,25.0,7.0
1069,1596039,0.0,15.0,8.0
1070,399802,2.0,17.0,8.0
1071,403236,0.0,20.0,6.0
1072,403268,0.0,20.0,6.0
1073,403268,0.0,20.0,6.0
1074,399779,2.0,20.0,6.0
1075,399776,2.0,17.0,8.0
1076,399776,1.0,19.0,7.0
1077,399800,2.0,20.0,6.0
1078,403236,0.0,18.0,7.0
1079,403269,2.0,25.0,7.0
1080,1595801,3.0,26.0,7.0
1081,3182568,6.0,26.0,7.0
1082,403268,0.0,20.0,6.0
1083,399800,0.0,17.0,8.0
1084,403266,0.0,35.0,7.0
1085,399777,2.0,17.0,8.0
1086,399802,4.0,20.0,7.0
1087,396157,0.0,17.0,7.0
1088,403266,0.0,35.0,6.0
1089,1150810,2.0,15.0,8.0
1090,399778,2.0,17.0,8.0
1091,1596000,0.0,12.0,6.0
1092,396132,5.0,31.0,7.0
1093,3182568,0.0,18.0,8.0
1094,399781,1.0,24.0,8.0
1095,3182568,4.0,25.0,7.0
1096,403232,2.0,12.0,7.0
1097,403266,2.0,25.0,6.0
1098,399800,3.0,20.0,7.0
1099,396132,7.0,31.0,7.0
1100,399776,4.0,20.0,7.0
1101,399802,2.0,20.0,6.0
1102,403232,0.0,12.0,8.0
1103,403236,0.0,20.0,6.0
1104,396161,1.0,25.0,6.0
1105,399776,0.0,15.0,8.0
1106,209019,2.0,25.0,7.0
1107,399778,0.0,17.0,7.0
1108,396153,1.0,33.0,7.0
1109,399802,1.0,23.0,8.0
1110,403269,1.0,13.0,7.0
1111,3182556,4.0,27.0,8.0
1112,3182556,6.0,25.0,8.0
1113,399781,1.0,23.0,8.0
1114,403232,0.0,15.0,8.0
1115,3182556,0.0,18.0,8.0
1116,399777,0.0,15.0,8.0
1117,1596039,1.0,19.0,7.0
1118,399776,2.0,20.0,7.0
1119,2669024,1.0,18.0,8.0
1120,403236,4.0,21.0,7.0
1121,403232,8.0,26.0,7.0
1122,1596035,0.0,18.0,7.0
1123,403268,0.0,30.0,7.0
1124,1612280,6.0,30.0,6.0
1125,1595801,0.0,22.0,7.0
1126,1612280,0.0,17.0,7.0
1127,1596039,0.0,13.0,8.0
1128,399778,2.0,17.0,8.0
1129,403236,0.0,18.0,7.0
1130,403266,0.0,12.0,8.0
1131,399803,2.0,25.0,7.0
1132,2669022,2.0,22.0,7.0
1133,403217,2.0,12.0,7.0
1134,2668945,0.0,25.0,8.0
1135,403232,0.0,16.0,7.0
1136,1596035,1.0,24.0,7.0
1137,399776,0.0,18.0,7.0
1138,399774,1.0,19.0,7.0
1139,399803,2.0,25.0,7.0
1140,403236,0.0,2.0,6.0
1141,403232,1.0,24.0,7.0
1142,396153,1.0,24.0,8.0
1143,399776,0.0,17.0,7.0
1144,403232,1.0,24.0,7.0
1145,403268,1.0,18.0,6.0
1146,403236,3.0,18.0,6.0
1147,435686,3.0,13.0,8.0
1148,403268,0.0,18.0,6.0
1149,399800,0.0,17.0,7.0
1150,403266,1.0,12.0,7.0
1151,396161,0.0,15.0,8.0
1152,1596039,0.0,15.0,8.0
1153,399787,0.0,18.0,7.0
1154,3182568,0.0,22.0,8.0
1155,1596039,6.0,30.0,7.0
1156,403266,0.0,12.0,6.0
1157,435686,0.0,12.0,8.0
1158,396157,2.0,30.0,7.0
1159,403266,2.0,13.0,6.0
1160,399778,2.0,20.0,6.0
1161,399774,1.0,19.0,7.0
1162,396157,4.0,29.0,6.0
1163,2669022,0.0,14.0,8.0
1164,183024,4.0,20.0,6.0
1165,399778,3.0,23.0,6.0
1166,399802,2.0,25.0,7.0
1167,403266,4.0,20.0,6.0
1168,396132,5.0,31.0,7.0
1169,399779,0.0,17.0,7.0
1170,2669022,1.0,18.0,8.0
1171,3182557,0.0,18.0,8.0
1172,403268,1.0,18.0,6.0
1173,435686,4.0,14.0,7.0
1174,1596039,0.0,15.0,7.0
1175,2669024,0.0,12.0,8.0
1176,399778,0.0,18.0,7.0
1177,403232,2.0,25.0,7.0
1178,3182568,0.0,18.0,8.0
1179,399787,0.0,22.0,8.0
1180,1596039,3.0,24.0,6.0
1181,3182556,0.0,18.0,8.0
1182,403268,0.0,20.0,6.0
1183,244815,2.0,18.0,6.0
1184,399800,2.0,20.0,7.0
1185,403268,0.0,18.0,6.0
1186,403266,3.0,21.0,7.0
1187,403266,0.0,12.0,7.0
1188,209019,0.0,18.0,7.0
1189,399800,4.0,20.0,7.0
1190,396132,0.0,19.0,8.0
1191,244689,2.0,16.0,7.0
1192,2669024,2.0,15.0,8.0
1193,403232,0.0,15.0,8.0
1194,1150813,0.0,17.0,8.0
1195,403266,2.0,20.0,6.0
1196,403268,0.0,20.0,6.0
1197,403268,0.0,35.0,6.0
1198,403236,0.0,18.0,6.0
1199,403266,4.0,20.0,6.0
1200,403236,0.0,18.0,7.0
1201,399774,3.0,20.0,6.0
1202,3182557,2.0,25.0,7.0
1203,183024,1.0,24.0,6.0
1204,403232,1.0,13.0,8.0
1205,2669024,2.0,21.0,7.0
1206,244618,0.0,14.0,7.0
1207,3182557,0.0,18.0,8.0
1208,396153,0.0,28.0,8.0
1209,403266,0.0,18.0,6.0
1210,399776,0.0,17.0,7.0
1211,403232,1.0,24.0,7.0
1212,3182568,2.0,25.0,7.0
1213,403236,1.0,12.0,7.0
1214,399776,1.0,19.0,7.0
1215,403217,1.0,12.0,7.0
1216,1596037,2.0,26.0,7.0
1217,399781,2.0,25.0,7.0
1218,2669024,1.0,29.0,7.0
1219,396161,0.0,17.0,8.0
1220,399776,0.0,17.0,7.0
1221,209019,1.0,24.0,6.0
1222,183070,0.0,23.0,8.0
1223,396153,2.0,34.0,7.0
1224,399802,2.0,25.0,7.0
1225,399802,0.0,17.0,8.0
1226,396132,2.0,34.0,7.0
1227,403266,4.0,21.0,7.0
1228,399802,0.0,17.0,8.0
1229,1150789,2.0,19.0,8.0
1230,183070,4.0,20.0,7.0
1231,403266,0.0,35.0,7.0
1232,2669024,1.0,16.0,8.0
1233,403212,2.0,6.0,6.0
1234,403266,2.0,21.0,6.0
1235,3182557,0.0,20.0,8.0
1236,399778,0.0,15.0,8.0
1237,399779,2.0,17.0,8.0
1238,403266,3.0,21.0,7.0
1239,403236,0.0,22.0,6.0
1240,244618,0.0,15.0,6.0
1241,3182556,2.0,25.0,7.0
1242,403232,1.0,24.0,7.0
1243,2669024,1.0,27.0,7.0
1244,396157,0.0,17.0,7.0
1245,2669024,0.0,12.0,8.0
1246,183054,0.0,19.0,7.0
1247,403266,0.0,12.0,8.0
1248,2669024,0.0,12.0,8.0
1249,399776,0.0,17.0,7.0
1250,403266,2.0,20.0,6.0
1251,1596037,1.0,24.0,6.0
1252,399778,3.0,20.0,6.0
1253,403268,0.0,20.0,6.0
1254,399779,0.0,15.0,8.0
1255,403236,4.0,21.0,7.0
1256,244688,2.0,16.0,7.0
1257,399778,2.0,20.0,7.0
1258,1596035,2.0,25.0,7.0
1259,2668945,1.0,28.0,7.0
1260,396161,3.0,24.0,6.0
1261,403236,0.0,18.0,6.0
1262,396153,2.0,34.0,7.0
1263,403232,1.0,13.0,8.0
1264,403236,0.0,12.0,8.0
1265,399777,1.0,19.0,7.0
1266,2668945,0.0,19.0,7.0
1267,399802,0.0,15.0,8.0
1268,396161,0.0,17.0,8.0
1269,3004698,0.0,7.0,8.0
1270,399809,0.0,22.0,8.0
1271,399776,2.0,20.0,6.0
1272,399779,2.0,20.0,6.0
1273,1150801,0.0,17.0,8.0
1274,399776,2.0,20.0,7.0
1275,435526,4.0,14.0,6.0
1276,396153,6.0,36.0,7.0
1277,2669024,1.0,18.0,8.0
1278,1150789,1.0,19.0,8.0
1279,399776,0.0,17.0,7.0
1280,244618,2.0,11.0,6.0
1281,399776,0.0,17.0,7.0
1282,1150801,0.0,2.0,8.0
1283,403266,0.0,20.0,6.0
1284,403266,0.0,31.0,7.0
1285,399781,2.0,20.0,6.0
1286,403269,1.0,13.0,8.0
1287,403217,1.0,24.0,7.0
1288,1596009,1.0,26.0,6.0
1289,396133,3.0,25.0,8.0
1290,403268,0.0,20.0,6.0
1291,3182568,5.0,26.0,7.0
1292,3182556,2.0,25.0,7.0
1293,403268,0.0,20.0,6.0
1294,399803,2.0,25.0,7.0
1295,399802,3.0,20.0,7.0
1296,403232,0.0,12.0,7.0
1297,396153,1.0,32.0,7.0
1298,3004698,0.0,21.0,8.0
1299,1150789,0.0,8.0,8.0
1300,3182568,0.0,18.0,8.0
1301,399776,0.0,17.0,7.0
1302,1150789,2.0,22.0,8.0
1303,399777,0.0,15.0,8.0
1304,403236,2.0,12.0,7.0
1305,399778,3.0,23.0,6.0
1306,1150801,1.0,19.0,8.0
1307,399805,1.0,21.0,6.0
1308,2668945,2.0,12.0,6.0
1309,399802,0.0,15.0,8.0
1310,403268,0.0,18.0,6.0
1311,403268,0.0,35.0,6.0
1312,399776,4.0,20.0,7.0
1313,403266,0.0,31.0,7.0
1314,1150813,2.0,17.0,8.0
1315,183070,1.0,28.0,6.0
1316,403232,0.0,12.0,7.0
1317,1596009,2.0,22.0,6.0
1318,403232,0.0,16.0,7.0
1319,399779,2.0,20.0,6.0
1320,244689,0.0,18.0,6.0
1321,399781,2.0,23.0,6.0
1322,399804,1.0,19.0,7.0
1323,3182556,4.0,25.0,7.0
1324,403268,0.0,18.0,6.0
1325,399777,2.0,17.0,8.0
1326,396161,1.0,24.0,6.0
1327,399802,0.0,17.0,8.0
1328,399802,2.0,17.0,8.0
1329,399778,3.0,20.0,7.0
1330,399778,0.0,21.0,8.0
1331,244688,0.0,18.0,6.0
1332,396153,6.0,25.0,8.0
1333,403266,0.0,18.0,6.0
1334,3182568,0.0,20.0,8.0
1335,403236,2.0,12.0,6.0
1336,396153,5.0,31.0,7.0
1337,399803,0.0,15.0,8.0
1338,399803,4.0,20.0,7.0
1339,399774,2.0,17.0,8.0
1340,3182568,0.0,18.0,8.0
1341,399776,0.0,15.0,8.0
1342,403266,4.0,19.0,6.0
1343,403268,1.0,20.0,6.0
1344,399803,1.0,21.0,7.0
1345,396132,0.0,16.0,8.0
1346,396133,0.0,15.0,8.0
1347,396133,0.0,20.0,8.0
1348,396132,6.0,29.0,7.0
1349,403236,0.0,12.0,8.0
1350,403236,2.0,12.0,7.0
1351,403266,2.0,12.0,7.0
1352,403234,0.0,16.0,8.0
1353,403236,2.0,18.0,6.0
1354,403266,0.0,12.0,6.0
1355,403268,0.0,20.0,6.0
1356,435526,0.0,2.0,7.0
1357,2669022,2.0,19.0,6.0
1358,403232,0.0,15.0,8.0
1359,399800,3.0,20.0,6.0
1360,403236,3.0,21.0,7.0
1361,396157,0.0,17.0,7.0
1362,399802,0.0,15.0,8.0
1363,3182557,4.0,25.0,7.0
1364,399778,0.0,15.0,8.0
1365,403234,6.0,26.0,7.0
1366,396133,0.0,22.0,7.0
1367,403236,0.0,12.0,8.0
1368,399802,2.0,17.0,8.0
1369,403212,0.0,2.0,6.0
1370,399778,0.0,15.0,8.0
1371,403268,1.0,20.0,6.0
1372,3182568,4.0,25.0,7.0
1373,399809,0.0,22.0,8.0
1374,1596039,0.0,15.0,7.0
1375,403268,0.0,35.0,7.0
1376,403268,4.0,20.0,6.0
1377,403266,0.0,35.0,6.0
1378,183070,2.0,26.0,6.0
1379,3182568,6.0,26.0,7.0
1380,403236,3.0,18.0,6.0
1381,1150789,0.0,18.0,8.0
1382,399779,0.0,17.0,7.0
1383,399803,0.0,17.0,8.0
1384,403266,0.0,20.0,6.0
1385,1596039,0.0,7.0,7.0
1386,403234,1.0,22.0,7.0
1387,399802,2.0,20.0,6.0
1388,1596039,6.0,30.0,7.0
1389,208703,2.0,25.0,7.0
1390,399777,2.0,20.0,6.0
1391,403236,0.0,12.0,8.0
1392,435686,4.0,20.0,7.0
1393,2668945,0.0,28.0,8.0
1394,399778,4.0,20.0,7.0
1395,396161,7.0,28.0,6.0
1396,2669024,2.0,21.0,7.0
1397,399803,3.0,20.0,7.0
1398,396161,0.0,17.0,8.0
1399,399802,2.0,20.0,7.0
1400,399802,4.0,20.0,7.0
1401,403266,0.0,35.0,7.0
1402,399802,2.0,23.0,6.0
1403,183025,3.0,20.0,6.0
1404,399774,3.0,20.0,6.0
1405,399774,3.0,23.0,6.0
1406,1595766,1.0,21.0,7.0
1407,1150801,0.0,15.0,8.0
1408,1595766,0.0,22.0,7.0
1409,399776,3.0,20.0,6.0
1410,399778,1.0,22.0,8.0
1411,399802,2.0,17.0,8.0
1412,399802,2.0,25.0,7.0
1413,244618,0.0,16.0,6.0
1414,396133,9.0,30.0,7.0
1415,403236,4.0,21.0,7.0
1416,396161,5.0,28.0,7.0
1417,435686,0.0,10.0,8.0
1418,396132,2.0,28.0,7.0
1419,435686,5.0,14.0,7.0
1420,403232,1.0,13.0,8.0
1421,399802,1.0,24.0,8.0
1422,403232,0.0,15.0,8.0
1423,399777,0.0,15.0,8.0
1424,399803,1.0,21.0,7.0
1425,244688,1.0,12.0,6.0
1426,399800,0.0,15.0,8.0
1427,403234,3.0,20.0,6.0
1428,2518531,3.0,33.0,7.0
1429,1150789,0.0,18.0,8.0
1430,2669024,2.0,15.0,8.0
1431,403240,2.0,13.0,6.0
1432,399778,0.0,21.0,8.0
1433,399776,0.0,15.0,8.0
1434,399777,2.0,17.0,8.0
1435,403266,4.0,21.0,7.0
1436,399776,1.0,19.0,7.0
1437,3182556,5.0,26.0,7.0
1438,403232,18.0,45.0,6.0
1439,396153,7.0,31.0,7.0
1440,403232,4.0,21.0,7.0
1441,396157,5.0,31.0,6.0
1442,399800,2.0,20.0,6.0
1443,396157,3.0,29.0,6.0
1444,3182556,6.0,26.0,7.0
1445,399802,0.0,15.0,8.0
1446,2669024,1.0,27.0,7.0
1447,399802,4.0,20.0,7.0
1448,396157,7.0,31.0,7.0
1449,1150810,1.0,19.0,8.0
1450,403266,0.0,12.0,7.0
1451,403232,0.0,15.0,8.0
1452,403236,0.0,22.0,6.0
1453,403236,1.0,12.0,7.0
1454,399778,0.0,17.0,7.0
1455,2668945,2.0,25.0,6.0
1456,399803,3.0,20.0,7.0
1457,435686,2.0,18.0,8.0
1458,399800,1.0,21.0,7.0
1459,403236,2.0,12.0,6.0
1460,3182568,4.0,25.0,7.0
1461,403234,4.0,25.0,7.0
1462,403236,3.0,18.0,6.0
1463,403268,0.0,18.0,6.0
1464,403266,2.0,25.0,6.0
1465,403266,2.0,25.0,6.0
1466,2669024,0.0,12.0,8.0
1467,399802,0.0,18.0,7.0
1468,403232,1.0,24.0,7.0
1469,399803,2.0,17.0,8.0
1470,403266,2.0,13.0,6.0
1471,396161,1.0,24.0,6.0
1472,399803,4.0,20.0,7.0
1473,3182557,6.0,30.0,7.0
1474,399774,0.0,17.0,7.0
1475,399781,1.0,24.0,8.0
1476,403236,1.0,18.0,6.0
1477,3182568,6.0,25.0,8.0
1478,1150810,0.0,12.0,8.0
1479,244689,1.0,12.0,6.0
1480,3182568,4.0,24.0,8.0
1481,399778,0.0,18.0,7.0
1482,403268,0.0,18.0,6.0
1483,403266,0.0,35.0,6.0
1484,403266,4.0,21.0,7.0
1485,1150801,3.0,19.0,8.0
1486,403232,0.0,16.0,7.0
1487,244814,0.0,22.0,6.0
1488,399802,1.0,21.0,7.0
1489,1596039,3.0,19.0,7.0
1490,403236,0.0,12.0,7.0
1491,3182557,4.0,25.0,7.0
1492,399778,3.0,20.0,6.0
1493,403232,18.0,46.0,6.0
1494,399779,1.0,19.0,7.0
1495,399800,0.0,15.0,8.0
1496,403232,2.0,25.0,7.0
1497,1596037,4.0,19.0,7.0
1498,403268,0.0,20.0,6.0
1499,396161,0.0,17.0,8.0
1500,244623,0.0,23.0,6.0
1501,399802,2.0,17.0,8.0
1502,399803,1.0,24.0,8.0
1503,399779,1.0,19.0,7.0
1504,403232,0.0,12.0,8.0
1505,399805,4.0,22.0,6.0
1506,403232,1.0,11.0,8.0
1507,396133,5.0,28.0,7.0
1508,1596000,0.0,12.0,6.0
1509,1150789,2.0,19.0,8.0
1510,403232,1.0,12.0,7.0
1511,396133,7.0,28.0,6.0
1512,399776,3.0,20.0,6.0
1513,403268,0.0,20.0,6.0
1514,403268,0.0,18.0,6.0
1515,2668945,1.0,28.0,7.0
1516,2669024,1.0,29.0,7.0
1517,399803,1.0,21.0,7.0
1518,403268,0.0,20.0,6.0
1519,1150789,2.0,19.0,8.0
1520,403268,2.0,25.0,6.0
1521,183024,4.0,20.0,6.0
1522,399802,2.0,20.0,6.0
1523,396161,2.0,23.0,7.0
1524,403266,0.0,18.0,7.0
1525,399800,0.0,17.0,7.0
1526,403266,2.0,13.0,6.0
1527,399778,3.0,20.0,6.0
1528,3182556,0.0,22.0,8.0
1529,403234,5.0,26.0,7.0
1530,435686,0.0,12.0,8.0
1531,396161,3.0,20.0,6.0
1532,403236,3.0,18.0,6.0
1533,244814,2.0,18.0,6.0
1534,399777,1.0,19.0,7.0
1535,399802,0.0,17.0,8.0
1536,1150810,1.0,29.0,7.0
1537,403236,3.0,22.0,6.0
1538,244814,1.0,26.0,6.0
1539,396161,1.0,24.0,6.0
1540,399778,2.0,17.0,8.0
1541,403236,1.0,12.0,7.0
1542,2669022,0.0,12.0,8.0
1543,3182556,0.0,20.0,8.0
1544,396157,0.0,17.0,7.0
1545,399802,1.0,23.0,8.0
1546,3182568,5.0,26.0,7.0
1547,399800,2.0,17.0,8.0
1548,403266,3.0,21.0,7.0
1549,396157,5.0,31.0,6.0
1550,403232,2.0,25.0,7.0
1551,403211,2.0,6.0,6.0
1552,396161,1.0,24.0,6.0
1553,396153,7.0,31.0,7.0
1554,2669022,0.0,12.0,8.0
1555,183070,1.0,29.0,6.0
1556,399802,1.0,23.0,8.0
1557,403232,18.0,46.0,6.0
1558,403266,0.0,18.0,6.0
1559,244618,0.0,12.0,7.0
1560,403268,0.0,18.0,6.0
1561,399778,1.0,19.0,7.0
1562,403232,1.0,12.0,7.0
1563,403232,4.0,21.0,7.0
1564,244623,0.0,15.0,8.0
1565,403211,0.0,6.0,6.0
1566,403268,4.0,20.0,6.0
1567,399776,0.0,18.0,7.0
1568,403232,1.0,24.0,7.0
1569,403268,0.0,30.0,7.0
1570,403236,2.0,21.0,6.0
1571,399800,4.0,20.0,7.0
1572,3182568,2.0,25.0,7.0
1573,399802,2.0,25.0,7.0
1574,403266,2.0,25.0,6.0
1575,1150813,0.0,18.0,8.0
1576,403268,0.0,18.0,7.0
1577,403211,1.0,6.0,6.0
1578,403268,2.0,25.0,6.0
1579,244814,0.0,28.0,6.0
1580,403232,0.0,16.0,7.0
1581,435686,4.0,24.0,8.0
